review_id,review_text,sentiment_hint
1420,The display is bright and vibrant. Sound crackles at high volume. Multitasking works flawlessly.,Neutral
1421,Colors on the screen look washed out. Feels slightly bulky in hand. Night mode camera shots look impressive.,Positive
1422,Performance is super smooth with no lag. Phone design is sleek and comfortable to hold.,Positive
1423,Sound crackles at high volume. Battery backup is solid and lasts all day.,Positive
1424,Battery drains faster than expected.,Negative
1425,Gaming performance is average. Camera tends to overexpose images sometimes. Smooth display experience because of high refresh rate.,Negative
1426,"Phone lags when running heavy apps. Camera quality is mediocre, especially indoors. The display is bright and vibrant.",Negative
1427,Charging is slow compared to competitors. Display feels dim under sunlight. Sound crackles at high volume.,Negative
1428,"Display feels dim under sunlight. Camera quality is mediocre, especially indoors.",Positive
1429,"Camera quality is mediocre, especially indoors.",Neutral
1430,Colors on the screen look washed out. Call quality is excellent.,Negative
1431,Display feels dim under sunlight. The back panel attracts fingerprints easily.,Negative
1432,Colors on the screen look washed out.,Negative
1433,Battery backup is solid and lasts all day. Camera tends to overexpose images sometimes.,Neutral
1434,Call quality is excellent. Feels slightly bulky in hand.,Negative
1435,"Camera quality is mediocre, especially indoors.",Positive
1436,Gaming performance is average. Phone design is sleek and comfortable to hold.,Negative
1437,Battery backup is solid and lasts all day. Audio output is weak and lacks bass.,Neutral
1438,Audio output is weak and lacks bass. The camera performs exceptionally well in daylight. Display feels dim under sunlight.,Negative
1439,Charging is slow compared to competitors.,Positive
1440,Battery backup is solid and lasts all day. Multitasking works flawlessly.,Neutral
1441,"Camera quality is mediocre, especially indoors.",Negative
1442,Camera tends to overexpose images sometimes.,Neutral
1443,"Charging is slow compared to competitors. Sound crackles at high volume. Camera quality is mediocre, especially indoors.",Neutral
1444,Night mode camera shots look impressive. Battery backup is solid and lasts all day.,Positive
1445,Performance is super smooth with no lag. Colors on the screen look washed out.,Negative
1446,Phone design is sleek and comfortable to hold. Camera tends to overexpose images sometimes. Smooth display experience because of high refresh rate.,Neutral
1447,Phone lags when running heavy apps. The camera performs exceptionally well in daylight. Sound crackles at high volume.,Neutral
1448,The back panel attracts fingerprints easily. Battery drains faster than expected. Call quality is excellent.,Negative
1449,Display feels dim under sunlight.,Negative
1450,Performance is super smooth with no lag. Battery drains faster than expected. Night mode camera shots look impressive.,Positive
1451,The display is bright and vibrant. Charging is slow compared to competitors.,Neutral
1452,The display is bright and vibrant. Call quality is excellent. Performance is super smooth with no lag.,Negative
1453,Smooth display experience because of high refresh rate.,Positive
1454,Sound crackles at high volume. Charging is slow compared to competitors.,Negative
1455,Phone lags when running heavy apps. Colors on the screen look washed out.,Negative
1456,Battery drains faster than expected. Audio output is weak and lacks bass.,Neutral
1457,Battery backup is solid and lasts all day. Camera tends to overexpose images sometimes. Smooth display experience because of high refresh rate.,Negative
1458,The back panel attracts fingerprints easily. Multitasking works flawlessly. Audio output is weak and lacks bass.,Positive
1459,The camera performs exceptionally well in daylight. Multitasking works flawlessly. The back panel attracts fingerprints easily.,Negative
1460,"Camera quality is mediocre, especially indoors. Audio output is weak and lacks bass.",Neutral
1461,"Display feels dim under sunlight. Speakers are loud and clear. Camera quality is mediocre, especially indoors.",Positive
1462,Camera tends to overexpose images sometimes. Speakers are loud and clear.,Neutral
1463,Battery backup is solid and lasts all day. Camera tends to overexpose images sometimes.,Positive
1464,Battery drains faster than expected.,Negative
1465,Display feels dim under sunlight. Battery heats up during gaming sessions. Feels slightly bulky in hand.,Positive
1466,Sound crackles at high volume. Performance is super smooth with no lag. Battery drains faster than expected.,Neutral
1467,Colors on the screen look washed out.,Neutral
1468,Gaming performance is average.,Neutral
1469,Battery drains faster than expected. Gaming performance is average. Sound crackles at high volume.,Negative
1470,Feels slightly bulky in hand. Audio output is weak and lacks bass. Colors on the screen look washed out.,Neutral
1471,Night mode camera shots look impressive. Gaming performance is average. Battery drains faster than expected.,Neutral
1472,Night mode camera shots look impressive. The display is bright and vibrant. Charging is slow compared to competitors.,Positive
1473,Smooth display experience because of high refresh rate.,Positive
1474,Charging is slow compared to competitors. Gaming performance is average.,Neutral
1475,Charging is slow compared to competitors.,Neutral
1476,Charging is slow compared to competitors.,Positive
1477,Battery backup is solid and lasts all day.,Neutral
1478,Battery backup is solid and lasts all day. Display feels dim under sunlight.,Negative
1479,Battery drains faster than expected.,Neutral
1480,The camera performs exceptionally well in daylight.,Negative
1481,Call quality is excellent. The camera performs exceptionally well in daylight.,Neutral
1482,Audio output is weak and lacks bass.,Negative
1483,Battery heats up during gaming sessions.,Negative
1484,Colors on the screen look washed out.,Negative
1485,Multitasking works flawlessly.,Positive
1486,Charging is slow compared to competitors.,Negative
1487,Call quality is excellent. Battery heats up during gaming sessions. Phone lags when running heavy apps.,Neutral
1488,Battery heats up during gaming sessions. Gaming performance is average.,Negative
1489,Build quality feels premium and sturdy. Audio output is weak and lacks bass.,Neutral
1490,Display feels dim under sunlight. Speakers are loud and clear. Build quality feels premium and sturdy.,Neutral
1491,Sound crackles at high volume. Colors on the screen look washed out. Feels slightly bulky in hand.,Positive
1492,Display feels dim under sunlight. The back panel attracts fingerprints easily. Speakers are loud and clear.,Positive
1493,The display is bright and vibrant.,Positive
1494,"Smooth display experience because of high refresh rate. Camera quality is mediocre, especially indoors.",Neutral
1495,The camera performs exceptionally well in daylight. Call quality is excellent.,Negative
1496,Battery drains faster than expected.,Neutral
1497,"Battery heats up during gaming sessions. Camera quality is mediocre, especially indoors. Sound crackles at high volume.",Neutral
1498,The back panel attracts fingerprints easily.,Negative
1499,"Charging is slow compared to competitors. Smooth display experience because of high refresh rate. Camera quality is mediocre, especially indoors.",Positive
1500,Display feels dim under sunlight. Audio output is weak and lacks bass. Phone design is sleek and comfortable to hold.,Negative
1501,Smooth display experience because of high refresh rate. Audio output is weak and lacks bass.,Neutral
1502,Performance is super smooth with no lag. Smooth display experience because of high refresh rate.,Positive
1503,Phone lags when running heavy apps.,Negative
1504,Night mode camera shots look impressive.,Neutral
1505,Build quality feels premium and sturdy. Speakers are loud and clear.,Positive
1506,Battery heats up during gaming sessions.,Negative
1507,"Display feels dim under sunlight. Camera quality is mediocre, especially indoors.",Positive
1508,Battery heats up during gaming sessions. Performance is super smooth with no lag. Night mode camera shots look impressive.,Neutral
