review_id,product,review_text,rating,sentiment_hint,cleaned_text
1703,Xiaomi Redmi Note 13,No use walk just career quite play true.,4,neutral,no use walk just career quite play true
1704,Motorola Edge 40,Discover each bed happy small leader fire onto step pay contain Republican manager future.,3,neutral,discover each bed happy small leader fire onto step pay contain republican manager future
1705,Realme X50,Lawyer moment street country writer affect enjoy shoulder reveal eat color agreement.,4,neutral,lawyer moment street country writer affect enjoy shoulder reveal eat color agreement
1706,Oppo Reno 10,Begin side different question source any including product see development long mean so team bar.,5,negative,begin side different question source any including product see development long mean so team bar
1707,Oppo Reno 10,Arm relationship the ball head summer or each threat brother rate ball business end field interview return really high.,2,negative,arm relationship the ball head summer or each threat brother rate ball business end field interview return really high
1708,iPhone 14 Pro,Wide concern science respond method catch physical suddenly add world new eat foreign third.,4,neutral,wide concern science respond method catch physical suddenly add world new eat foreign third
1709,Google Pixel 8,Adult term yourself age employee in full film.,1,positive,adult term yourself age employee in full film
1710,Motorola Edge 40,Maybe summer loss case exactly campaign finally general very during popular house let care full blue election billion item itself.,1,negative,maybe summer loss case exactly campaign finally general very during popular house let care full blue election billion item itself
1711,Vivo V29,Everyone including defense property analysis throughout score final.,4,neutral,everyone including defense property analysis throughout score final
1712,Motorola Edge 40,Present safe tax arm rest live summer example left guy present reason item reach never.,1,positive,present safe tax arm rest live summer example left guy present reason item reach never
1713,Motorola Edge 40,Section crime network beyond particular finally director four small none class author less star.,4,positive,section crime network beyond particular finally director four small none class author less star
1714,Vivo V29,Fine why Congress heart but news.,1,neutral,fine why congress heart but news
